,Key,Aries_RAISA_ID,Aries_RSV_CAT,Aries_WELL_ID,Aries_OUTDATE,Aries_Gross Oil,Aries_Gross Gas,Aries_Gross NGL,Aries_Net Oil,Aries_Net Gas,Aries_Net NGL,Aries_Oil Price ($/Bbl),Aries_Gas Price ($/Mcf),Aries_NGL Price ($/Bbl),Aries_Net Revenue,Aries_OPEX,Aries_Ad Valorem,Net Oil Revenue $,Gross Oil Revenue $,Net Gas Revenue $,Gross Gas Revenue $,Net Ngl Revenue $,Gross Ngl Revenue $,Net Oil Production Bbl,Gross Oil Production Bbl
4227,W0891543799,W08915,1PDP,,30-Nov-19,905.451416,8917.454102,0.008917452,1.983844161,19.53814316,1.95E-05,48.36000061,2.848124981,50,151.5867615,20.1103611,0,145.47,66393.93,62.62,28579.43,0,0,2.57,1172.82
4228,W0891543799,W08915,1PDP,,30-Nov-19,905.451416,8917.454102,0.008917452,1.983844161,19.53814316,1.95E-05,48.36000061,2.848124981,50,151.5867615,20.1103611,0,0,66393.93,0,28579.43,0,0,0,1172.82
4229,W0891643799,W08916,1PDP,,30-Nov-19,1497.516968,7667.133789,0.007667132,3.284054995,16.81402588,1.68E-05,48.36000061,2.848124981,50,206.7061768,21.07322693,0,129.73,59150.61,43.96,20041.72,0,0,2.29,1044.04
4230,W0891643799,W08916,1PDP,,30-Nov-19,1497.516968,7667.133789,0.007667132,3.284054995,16.81402588,1.68E-05,48.36000061,2.848124981,50,206.7061768,21.07322693,0,129.73,59150.61,43.96,20041.72,0,0,2.29,1044.04
4231,W0891643799,W08916,1PDP,,30-Nov-19,1497.516968,7667.133789,0.007667132,3.284054995,16.81402588,1.68E-05,48.36000061,2.848124981,50,206.7061768,21.07322693,0,129.73,59150.61,43.96,20041.72,0,0,2.29,1044.04
4232,W0891643799,W08916,1PDP,,30-Nov-19,1497.516968,7667.133789,0.007667132,3.284054995,16.81402588,1.68E-05,48.36000061,2.848124981,50,206.7061768,21.07322693,0,0,59150.61,0,20041.72,0,0,0,1044.04
4233,W0891743799,W08917,1PDP,,30-Nov-19,4527.36377,22168.92578,0.022168921,9.937562943,48.66078949,4.87E-05,48.36000061,2.848124981,50,619.1749878,25.95255661,0,406.24,185079.14,59.54,27126.77,0,0,7.15,3257.26
4234,W0891743799,W08917,1PDP,,30-Nov-19,4527.36377,22168.92578,0.022168921,9.937562943,48.66078949,4.87E-05,48.36000061,2.848124981,50,619.1749878,25.95255661,0,406.24,185079.14,59.54,27126.77,0,0,7.15,3257.26
4235,W0891743799,W08917,1PDP,,30-Nov-19,4527.36377,22168.92578,0.022168921,9.937562943,48.66078949,4.87E-05,48.36000061,2.848124981,50,619.1749878,25.95255661,0,0,185079.14,0,27126.77,0,0,0,3257.26
4236,W0891743799,W08917,1PDP,,30-Nov-19,4527.36377,22168.92578,0.022168921,9.937562943,48.66078949,4.87E-05,48.36000061,2.848124981,50,619.1749878,25.95255661,0,406.24,185079.14,59.54,27126.77,0,0,7.15,3257.26
4237,W0891843799,W08918,1PDP,,30-Nov-19,1797.993164,6711.305176,0.006711304,3.939403296,14.70447063,1.47E-05,48.36000061,2.848124981,50,232.3904572,21.52999115,0,210.48,96087.97,47.41,21641.42,0,0,3.71,1694.21
4238,W0891843799,W08918,1PDP,,30-Nov-19,1797.993164,6711.305176,0.006711304,3.939403296,14.70447063,1.47E-05,48.36000061,2.848124981,50,232.3904572,21.52999115,0,210.48,96087.97,47.41,21641.42,0,0,3.71,1694.21
4239,W0891843799,W08918,1PDP,,30-Nov-19,1797.993164,6711.305176,0.006711304,3.939403296,14.70447063,1.47E-05,48.36000061,2.848124981,50,232.3904572,21.52999115,0,210.48,96087.97,47.41,21641.42,0,0,3.71,1694.21
4240,W0891843799,W08918,1PDP,,30-Nov-19,1797.993164,6711.305176,0.006711304,3.939403296,14.70447063,1.47E-05,48.36000061,2.848124981,50,232.3904572,21.52999115,0,0,96087.97,0,21641.42,0,0,0,1694.21
4241,W0895243799,W08952,1PDP,,30-Nov-19,1894.278564,8877.006836,0.008877004,0.937667847,4.394118309,4.39E-06,48.36000061,2.848124981,50,57.86083984,0.008136568,0,47.48,103116.33,9.86,21419.46,0,0,0.83,1817.63
4242,W0895243799,W08952,1PDP,,30-Nov-19,1894.278564,8877.006836,0.008877004,0.937667847,4.394118309,4.39E-06,48.36000061,2.848124981,50,57.86083984,0.008136568,0,47.48,103116.33,9.86,21419.46,0,0,0.83,1817.63
4243,W0895243799,W08952,1PDP,,30-Nov-19,1894.278564,8877.006836,0.008877004,0.937667847,4.394118309,4.39E-06,48.36000061,2.848124981,50,57.86083984,0.008136568,0,47.48,103116.33,9.86,21419.46,0,0,0.83,1817.63
4244,W0896243799,W08962,1PDP,,30-Nov-19,7561.53418,25520.17773,2118.174561,23.8642025,64.43334961,6.684958935,46,2.336249828,20,1381.984863,30.47250366,0,1624.34,1602076.29,224.56,73864.33,201.96,66426.09,28.01,27620.57
4245,W0896243799,W08962,1PDP,,30-Nov-19,7561.53418,25520.17773,2118.174561,23.8642025,64.43334961,6.684958935,46,2.336249828,20,1381.984863,30.47250366,0,1624.34,1602076.29,224.56,73864.33,201.96,66426.09,28.01,27620.57
4246,W0896243799,W08962,1PDP,,30-Nov-19,7561.53418,25520.17773,2118.174561,23.8642025,64.43334961,6.684958935,46,2.336249828,20,1381.984863,30.47250366,0,1624.34,1602076.29,224.56,73864.33,201.96,66426.09,28.01,27620.57
4247,W0896343799,W08963,1PDP,,30-Nov-19,11637.52539,39276.64844,3259.96167,60.9806366,164.6477203,17.082201,46,2.336249828,20,3531.411621,52.43250275,0,2506.09,1464879.68,587.27,114479.46,700.49,136550.55,43.21,16838.92
4248,W0896343799,W08963,1PDP,,30-Nov-19,11637.52539,39276.64844,3259.96167,60.9806366,164.6477203,17.082201,46,2.336249828,20,3531.411621,52.43250275,0,2506.09,1464879.68,587.27,114479.46,700.49,136550.55,43.21,16838.92
4249,W0896343799,W08963,1PDP,,30-Nov-19,11637.52539,39276.64844,3259.96167,60.9806366,164.6477203,17.082201,46,2.336249828,20,3531.411621,52.43250275,0,2506.09,1464879.68,587.27,114479.46,700.49,136550.55,43.21,16838.92
4250,W0896443799,W08964,1PDP,,30-Nov-19,10073.44238,35724.38281,2965.123779,52.78483963,149.7566223,15.53724957,46,2.336249828,20,3088.716309,52.43250275,0,1906.7,1092365.63,516.68,98717.8,547.67,104638.95,32.87,12556.85
4251,W0896443799,W08964,1PDP,,30-Nov-19,10073.44238,35724.38281,2965.123779,52.78483963,149.7566223,15.53724957,46,2.336249828,20,3088.716309,52.43250275,0,1906.7,1092365.63,516.68,98717.8,547.67,104638.95,32.87,12556.85
4252,W0896443799,W08964,1PDP,,30-Nov-19,10073.44238,35724.38281,2965.123779,52.78483963,149.7566223,15.53724957,46,2.336249828,20,3088.716309,52.43250275,0,1906.7,1092365.63,516.68,98717.8,547.67,104638.95,32.87,12556.85
4253,W0896543799,W08965,1PDP,,30-Nov-19,9211.381836,33808.17969,2806.078857,48.26764297,141.7239075,14.70385456,46,2.336249828,20,2845.491211,52.43250275,0,1681.39,963470.62,344.1,65755.67,356.37,68101.62,28.99,16610.69
4254,W0896543799,W08965,1PDP,,30-Nov-19,9211.381836,33808.17969,2806.078857,48.26764297,141.7239075,14.70385456,46,2.336249828,20,2845.491211,52.43250275,0,1681.39,963470.62,344.1,65755.67,356.37,68101.62,28.99,16610.69
4255,W0896543799,W08965,1PDP,,30-Nov-19,9211.381836,33808.17969,2806.078857,48.26764297,141.7239075,14.70385456,46,2.336249828,20,2845.491211,52.43250275,0,1681.39,963470.62,344.1,65755.67,356.37,68101.62,28.99,16610.69
4256,W0896643799,W08966,1PDP,,30-Nov-19,10103.38867,34098.9375,2830.21167,52.94176102,142.9427643,14.83030987,46,2.336249828,20,3065.877197,52.43250275,0,2218.4,1271042.69,409.78,78308.75,460.79,88056.21,38.25,14611.34
4257,W0896643799,W08966,1PDP,,30-Nov-19,10103.38867,34098.9375,2830.21167,52.94176102,142.9427643,14.83030987,46,2.336249828,20,3065.877197,52.43250275,0,2218.4,1271042.69,409.78,78308.75,460.79,88056.21,38.25,14611.34
4258,W0896643799,W08966,1PDP,,30-Nov-19,10103.38867,34098.9375,2830.21167,52.94176102,142.9427643,14.83030987,46,2.336249828,20,3065.877197,52.43250275,0,2218.4,1271042.69,409.78,78308.75,460.79,88056.21,38.25,14611.34
4259,W0896743799,W08967,1PDP,,30-Nov-19,5756.970703,19429.77539,1612.671265,30.1665287,81.44962311,8.450397491,46,2.336249828,20,1746.954834,52.43250275,0,1371.42,784680.97,240.21,45840.57,255.87,48829.11,23.64,9020.34
4260,W0896743799,W08967,1PDP,,30-Nov-19,5756.970703,19429.77539,1612.671265,30.1665287,81.44962311,8.450397491,46,2.336249828,20,1746.954834,52.43250275,0,1371.42,784680.97,240.21,45840.57,255.87,48829.11,23.64,9020.34
4261,W0896743799,W08967,1PDP,,30-Nov-19,5756.970703,19429.77539,1612.671265,30.1665287,81.44962311,8.450397491,46,2.336249828,20,1746.954834,52.43250275,0,1371.42,784680.97,240.21,45840.57,255.87,48829.11,23.64,9020.34
4262,W0897043799,W08970,1PDP,,30-Nov-19,6900.941406,19423.4375,1612.145264,51.34300613,115.6083069,11.99436092,48,0.784874916,21.15035057,2808.887207,255.7625122,0,2946.05,789879.96,382.97,51473.27,396.45,53284.16,53.16,14252.48
4263,W0897043799,W08970,1PDP,,30-Nov-19,6900.941406,19423.4375,1612.145264,51.34300613,115.6083069,11.99436092,48,0.784874916,21.15035057,2808.887207,255.7625122,0,2946.05,789879.96,382.97,51473.27,396.45,53284.16,53.16,14252.48
4264,W0897043799,W08970,1PDP,,30-Nov-19,6900.941406,19423.4375,1612.145264,51.34300613,115.6083069,11.99436092,48,0.784874916,21.15035057,2808.887207,255.7625122,0,2946.05,789879.96,382.97,51473.27,396.45,53284.16,53.16,14252.48
4265,W0897143799,W08971,1PDP,,30-Nov-19,5447.097656,18561.09375,1540.570679,40.82055283,111.2774734,11.54503727,48,0.784874916,21.15035057,2290.906982,234.6535645,0,2340.5,623019.65,413,55109.34,427.53,57048.14,42.23,11241.68
4266,W0897143799,W08971,1PDP,,30-Nov-19,5447.097656,18561.09375,1540.570679,40.82055283,111.2774734,11.54503727,48,0.784874916,21.15035057,2290.906982,234.6535645,0,2340.5,623019.65,413,55109.34,427.53,57048.14,42.23,11241.68
4267,W0897143799,W08971,1PDP,,30-Nov-19,5447.097656,18561.09375,1540.570679,40.82055283,111.2774734,11.54503727,48,0.784874916,21.15035057,2290.906982,234.6535645,0,2340.5,623019.65,413,55109.34,427.53,57048.14,42.23,11241.68
4268,W0897343799,W08973,1PDP,,30-Nov-19,9941.78125,26788.38672,2223.436035,73.57913208,158.6087036,16.45565224,48,0.784874916,21.15035057,4004.329102,299.9136963,0,3536.79,953273.94,726.14,98108.9,839.61,113439.64,63.82,17200.75
4269,W0897343799,W08973,1PDP,,30-Nov-19,9941.78125,26788.38672,2223.436035,73.57913208,158.6087036,16.45565224,48,0.784874916,21.15035057,4004.329102,299.9136963,0,3536.79,953273.94,726.14,98108.9,839.61,113439.64,63.82,17200.75
4270,W0897343799,W08973,1PDP,,30-Nov-19,9941.78125,26788.38672,2223.436035,73.57913208,158.6087036,16.45565224,48,0.784874916,21.15035057,4004.329102,299.9136963,0,3536.79,953273.94,726.14,98108.9,839.61,113439.64,63.82,17200.75
4271,W0897443799,W08974,1PDP,,30-Nov-19,11524.78809,46174.33984,3832.469971,84.71871185,271.5420532,28.17248535,48,0.784874916,21.15035057,4875.482422,322.8979797,0,4604.76,1249712.52,833.26,113357.55,963.47,131071.08,83.09,22549.65
4272,W0897443799,W08974,1PDP,,30-Nov-19,11524.78809,46174.33984,3832.469971,84.71871185,271.5420532,28.17248535,48,0.784874916,21.15035057,4875.482422,322.8979797,0,4604.76,1249712.52,833.26,113357.55,963.47,131071.08,83.09,22549.65
4273,W0897443799,W08974,1PDP,,30-Nov-19,11524.78809,46174.33984,3832.469971,84.71871185,271.5420532,28.17248535,48,0.784874916,21.15035057,4875.482422,322.8979797,0,4604.76,1249712.52,833.26,113357.55,963.47,131071.08,83.09,22549.65
4274,W0901243799,W09012,1PDP,,30-Nov-19,9267.31543,11186.24707,928.4584961,29.43299866,28.42202187,2.94878459,46,2.336249828,20,1479.294556,30.47250366,0,1404.24,1376127.7,252.15,82400.4,228.62,74710.89,24.21,15818.29
4275,W0901243799,W09012,1PDP,,30-Nov-19,9267.31543,11186.24707,928.4584961,29.43299866,28.42202187,2.94878459,46,2.336249828,20,1479.294556,30.47250366,0,1404.24,1376127.7,252.15,82400.4,228.62,74710.89,24.21,15818.29
4276,W0901243799,W09012,1PDP,,30-Nov-19,9267.31543,11186.24707,928.4584961,29.43299866,28.42202187,2.94878459,46,2.336249828,20,1479.294556,30.47250366,0,1404.24,1376127.7,252.15,82400.4,228.62,74710.89,24.21,15818.29
4277,W0901343799,W09013,1PDP,,30-Nov-19,10364.68066,17434.30078,1447.046875,32.83530807,44.18548965,4.584244251,46,2.336249828,20,1705.337524,30.47250366,0,1154.14,1133845.61,213.22,69849.8,185.52,60777.1,19.9,13033.31
4278,W0901343799,W09013,1PDP,,30-Nov-19,10364.68066,17434.30078,1447.046875,32.83530807,44.18548965,4.584244251,46,2.336249828,20,1705.337524,30.47250366,0,1154.14,1133845.61,213.22,69849.8,185.52,60777.1,19.9,13033.31
4279,W0901343799,W09013,1PDP,,30-Nov-19,10364.68066,17434.30078,1447.046875,32.83530807,44.18548965,4.584244251,46,2.336249828,20,1705.337524,30.47250366,0,1154.14,1133845.61,213.22,69849.8,185.52,60777.1,19.9,13033.31
4280,W0901443799,W09014,1PDP,,30-Nov-19,4246.740723,14332.75,1189.618164,13.50888252,36.47398376,3.784175396,46,2.336249828,20,782.3044434,30.47250366,0,1019.54,997758.44,215.96,70478.05,229.06,74750.85,17.58,11469.02
4281,W0901443799,W09014,1PDP,,30-Nov-19,4246.740723,14332.75,1189.618164,13.50888252,36.47398376,3.784175396,46,2.336249828,20,782.3044434,30.47250366,0,1019.54,997758.44,215.96,70478.05,229.06,74750.85,17.58,11469.02
4282,W0901443799,W09014,1PDP,,30-Nov-19,4246.740723,14332.75,1189.618164,13.50888252,36.47398376,3.784175396,46,2.336249828,20,782.3044434,30.47250366,0,1019.54,997758.44,215.96,70478.05,229.06,74750.85,17.58,11469.02
4283,W0901543799,W09015,1PDP,,30-Nov-19,11295.38184,16033.41309,1330.773193,36.2016983,41.10966873,4.265128136,46,2.336249828,20,1846.623169,30.47250366,0,1560.8,1460360.01,297.95,96488.51,282.34,91432.83,26.91,16786.5
4284,W0901543799,W09015,1PDP,,30-Nov-19,11295.38184,16033.41309,1330.773193,36.2016983,41.10966873,4.265128136,46,2.336249828,20,1846.623169,30.47250366,0,1560.8,1460360.01,297.95,96488.51,282.34,91432.83,26.91,16786.5
4285,W0901543799,W09015,1PDP,,30-Nov-19,11295.38184,16033.41309,1330.773193,36.2016983,41.10966873,4.265128136,46,2.336249828,20,1846.623169,30.47250366,0,1560.8,1460360.01,297.95,96488.51,282.34,91432.83,26.91,16786.5
4286,W0901643799,W09016,1PDP,,30-Nov-19,13274.73926,17709.09961,1469.855225,42.0278244,44.85361099,4.653561592,46,2.336249828,20,2131.140381,30.47250366,0,1390.9,1317663.15,278.71,91387.64,258.98,84916.15,23.98,15146.24
4287,W0901643799,W09016,1PDP,,30-Nov-19,13274.73926,17709.09961,1469.855225,42.0278244,44.85361099,4.653561592,46,2.336249828,20,2131.140381,30.47250366,0,1390.9,1317663.15,278.71,91387.64,258.98,84916.15,23.98,15146.24
4288,W0901643799,W09016,1PDP,,30-Nov-19,13274.73926,17709.09961,1469.855225,42.0278244,44.85361099,4.653561592,46,2.336249828,20,2131.140381,30.47250366,0,1390.9,1317663.15,278.71,91387.64,258.98,84916.15,23.98,15146.24
4289,W0901743799,W09017,1PDP,,30-Nov-19,6063.709473,20465.01953,1698.596558,19.20983124,51.86654282,5.381153584,46,2.336249828,20,1112.448486,30.47250366,0,956.78,940136.68,218.3,71527.71,1530.66,192354.23,16.5,10806.65
4290,W0901743799,W09017,1PDP,,30-Nov-19,6063.709473,20465.01953,1698.596558,19.20983124,51.86654282,5.381153584,46,2.336249828,20,1112.448486,30.47250366,0,956.78,940136.68,218.3,71527.71,1530.66,192354.23,16.5,10806.65
4291,W0901743799,W09017,1PDP,,30-Nov-19,6063.709473,20465.01953,1698.596558,19.20983124,51.86654282,5.381153584,46,2.336249828,20,1112.448486,30.47250366,0,956.78,940136.68,218.3,71527.71,1530.66,192354.23,16.5,10806.65
4292,W0909043799,W09090,1PDP,,30-Nov-19,233.9582367,561343.875,0.561343729,2.902719975,6964.59375,0.006964592,48.36000061,2.848124981,50,19976.75586,115.616951,0,126.83,10222.01,22986.93,1493508.81,0,0,2.26,181.82
4293,W0909043799,W09090,1PDP,,30-Nov-19,233.9582367,561343.875,0.561343729,2.902719975,6964.59375,0.006964592,48.36000061,2.848124981,50,19976.75586,115.616951,0,126.83,10222.01,22986.93,1493508.81,0,0,2.26,181.82
4294,W0909043799,W09090,1PDP,,30-Nov-19,233.9582367,561343.875,0.561343729,2.902719975,6964.59375,0.006964592,48.36000061,2.848124981,50,19976.75586,115.616951,0,126.83,10222.01,22986.93,1493508.81,0,0,2.26,181.82
4295,W0909043799,W09090,1PDP,,30-Nov-19,233.9582367,561343.875,0.561343729,2.902719975,6964.59375,0.006964592,48.36000061,2.848124981,50,19976.75586,115.616951,0,0,10222.01,0,1493508.81,0,0,0,181.82
4296,W0909143799,W09091,1PDP,,30-Nov-19,1959.491577,334570.5938,0.334570527,24.37215805,4161.389648,0.004161389,48.36000061,2.848124981,50,13031.00391,132.7242432,0,1030.06,82818.98,11361.94,857538.96,0,0,18.52,1488.91
4297,W0909143799,W09091,1PDP,,30-Nov-19,1959.491577,334570.5938,0.334570527,24.37215805,4161.389648,0.004161389,48.36000061,2.848124981,50,13031.00391,132.7242432,0,1030.06,82818.98,11361.94,857538.96,0,0,18.52,1488.91
4298,W0909143799,W09091,1PDP,,30-Nov-19,1959.491577,334570.5938,0.334570527,24.37215805,4161.389648,0.004161389,48.36000061,2.848124981,50,13031.00391,132.7242432,0,1030.06,82818.98,11361.94,857538.96,0,0,18.52,1488.91
4299,W0909143799,W09091,1PDP,,30-Nov-19,1959.491577,334570.5938,0.334570527,24.37215805,4161.389648,0.004161389,48.36000061,2.848124981,50,13031.00391,132.7242432,0,0,82818.98,0,857538.96,0,0,0,1488.91
4300,W0909243799,W09092,1PDP,,30-Nov-19,1025.315918,144536.1719,0.144536138,12.95179081,1825.781006,0.00182578,48.36000061,2.848124981,50,5826.492676,125.7039337,0,661.1,52336.51,5156.62,368242.32,0,0,11.87,940.08
4301,W0909243799,W09092,1PDP,,30-Nov-19,1025.315918,144536.1719,0.144536138,12.95179081,1825.781006,0.00182578,48.36000061,2.848124981,50,5826.492676,125.7039337,0,661.1,52336.51,5156.62,368242.32,0,0,11.87,940.08
4302,W0909243799,W09092,1PDP,,30-Nov-19,1025.315918,144536.1719,0.144536138,12.95179081,1825.781006,0.00182578,48.36000061,2.848124981,50,5826.492676,125.7039337,0,661.1,52336.51,5156.62,368242.32,0,0,11.87,940.08
4303,W0909243799,W09092,1PDP,,30-Nov-19,1025.315918,144536.1719,0.144536138,12.95179081,1825.781006,0.00182578,48.36000061,2.848124981,50,5826.492676,125.7039337,0,0,52336.51,0,368242.32,0,0,0,940.08
4304,W0909343799,W09093,1PDP,,30-Nov-19,1267.805054,198610.0781,0.198610038,16.02252388,2510.034668,0.002510034,48.36000061,2.848124981,50,7923.867188,128.1754456,0,529.92,41929.02,9338.79,602674.68,0,0,9.59,759.02
4305,W0909343799,W09093,1PDP,,30-Nov-19,1267.805054,198610.0781,0.198610038,16.02252388,2510.034668,0.002510034,48.36000061,2.848124981,50,7923.867188,128.1754456,0,529.92,41929.02,9338.79,602674.68,0,0,9.59,759.02
4306,W0909343799,W09093,1PDP,,30-Nov-19,1267.805054,198610.0781,0.198610038,16.02252388,2510.034668,0.002510034,48.36000061,2.848124981,50,7923.867188,128.1754456,0,0,41929.02,0,602674.68,0,0,0,759.02
4307,W0909343799,W09093,1PDP,,30-Nov-19,1267.805054,198610.0781,0.198610038,16.02252388,2510.034668,0.002510034,48.36000061,2.848124981,50,7923.867188,128.1754456,0,529.92,41929.02,9338.79,602674.68,0,0,9.59,759.02
4308,W0909443799,W09094,1PDP,,30-Nov-19,1535.955444,124394.2578,0.124394231,19.38836479,1570.22876,0.001570228,48.36000061,2.848124981,50,5409.907715,130.658432,0,659.69,52261.68,5110.35,362248.78,0,0,11.89,942.1
4309,W0909443799,W09094,1PDP,,30-Nov-19,1535.955444,124394.2578,0.124394231,19.38836479,1570.22876,0.001570228,48.36000061,2.848124981,50,5409.907715,130.658432,0,659.69,52261.68,5110.35,362248.78,0,0,11.89,942.1
4310,W0909443799,W09094,1PDP,,30-Nov-19,1535.955444,124394.2578,0.124394231,19.38836479,1570.22876,0.001570228,48.36000061,2.848124981,50,5409.907715,130.658432,0,659.69,52261.68,5110.35,362248.78,0,0,11.89,942.1
4311,W0909443799,W09094,1PDP,,30-Nov-19,1535.955444,124394.2578,0.124394231,19.38836479,1570.22876,0.001570228,48.36000061,2.848124981,50,5409.907715,130.658432,0,0,52261.68,0,362248.78,0,0,0,942.1
4312,W0909543799,W09095,1PDP,,30-Nov-19,3640.100586,143487.5469,0.143487513,45.95627594,1811.530518,0.00181153,48.36000061,2.848124981,50,7382.001953,151.5094604,0,1710.3,135471.1,6634.91,455642.06,0,0,30.94,2450.87
4313,W0909543799,W09095,1PDP,,30-Nov-19,3640.100586,143487.5469,0.143487513,45.95627594,1811.530518,0.00181153,48.36000061,2.848124981,50,7382.001953,151.5094604,0,1710.3,135471.1,6634.91,455642.06,0,0,30.94,2450.87
4314,W0909543799,W09095,1PDP,,30-Nov-19,3640.100586,143487.5469,0.143487513,45.95627594,1811.530518,0.00181153,48.36000061,2.848124981,50,7382.001953,151.5094604,0,1710.3,135471.1,6634.91,455642.06,0,0,30.94,2450.87
4315,W0909543799,W09095,1PDP,,30-Nov-19,3640.100586,143487.5469,0.143487513,45.95627594,1811.530518,0.00181153,48.36000061,2.848124981,50,7382.001953,151.5094604,0,0,135471.1,0,455642.06,0,0,0,2450.87
4316,W0909643799,W09096,1PDP,,30-Nov-19,2072.477295,164737.9063,0.164737865,26.17331886,2080.475342,0.002080475,48.36000061,2.848124981,50,7191.299316,136.0340118,0,931.38,73750.91,7276.22,492272.79,0,0,16.83,1332.68
4317,W0909643799,W09096,1PDP,,30-Nov-19,2072.477295,164737.9063,0.164737865,26.17331886,2080.475342,0.002080475,48.36000061,2.848124981,50,7191.299316,136.0340118,0,931.38,73750.91,7276.22,492272.79,0,0,16.83,1332.68
4318,W0909643799,W09096,1PDP,,30-Nov-19,2072.477295,164737.9063,0.164737865,26.17331886,2080.475342,0.002080475,48.36000061,2.848124981,50,7191.299316,136.0340118,0,931.38,73750.91,7276.22,492272.79,0,0,16.83,1332.68
4319,W0909643799,W09096,1PDP,,30-Nov-19,2072.477295,164737.9063,0.164737865,26.17331886,2080.475342,0.002080475,48.36000061,2.848124981,50,7191.299316,136.0340118,0,0,73750.91,0,492272.79,0,0,0,1332.68
4320,W0912443799,W09124,1PDP,,30-Nov-19,779.1395264,2973.834229,246.8282318,0.398919493,1.218082666,0.126376063,48,0.784874916,21.15035057,22.77707672,10.99001312,0,9.75,19042.09,0.06,116.08,0.07,129.54,0.18,343.55
4321,W0912443799,W09124,1PDP,,30-Nov-19,779.1395264,2973.834229,246.8282318,0.398919493,1.218082666,0.126376063,48,0.784874916,21.15035057,22.77707672,10.99001312,0,9.75,19042.09,0.06,116.08,0.07,129.54,0.18,343.55
4322,W0912443799,W09124,1PDP,,30-Nov-19,779.1395264,2973.834229,246.8282318,0.398919493,1.218082666,0.126376063,48,0.784874916,21.15035057,22.77707672,10.99001312,0,9.75,19042.09,0.06,116.08,0.07,129.54,0.18,343.55
4323,W0912443799,W09124,1PDP,,30-Nov-19,779.1395264,2973.834229,246.8282318,0.398919493,1.218082666,0.126376063,48,0.784874916,21.15035057,22.77707672,10.99001312,0,0,19042.09,0,116.08,0,129.54,0,343.55
4324,W0912543799,W09125,1PDP,,30-Nov-19,2933.314453,21622.50781,1794.668091,1.478390694,8.718195915,0.904512823,48,0.784874916,21.15035057,96.93621826,12.85877132,0,78.71,156064.22,16.71,33111.36,14.57,28891.99,1.42,2815.65
4325,W0912543799,W09125,1PDP,,30-Nov-19,2933.314453,21622.50781,1794.668091,1.478390694,8.718195915,0.904512823,48,0.784874916,21.15035057,96.93621826,12.85877132,0,78.71,156064.22,16.71,33111.36,14.57,28891.99,1.42,2815.65
4326,W0912543799,W09125,1PDP,,30-Nov-19,2933.314453,21622.50781,1794.668091,1.478390694,8.718195915,0.904512823,48,0.784874916,21.15035057,96.93621826,12.85877132,0,78.71,156064.22,16.71,33111.36,14.57,28891.99,1.42,2815.65
4327,W0912543799,W09125,1PDP,,30-Nov-19,2933.314453,21622.50781,1794.668091,1.478390694,8.718195915,0.904512823,48,0.784874916,21.15035057,96.93621826,12.85877132,0,0,156064.22,0,33111.36,0,28891.99,0,2815.65
4328,W0912643799,W09126,1PDP,,30-Nov-19,4065.321777,36017.36719,2989.441406,2.032660961,14.40694809,1.494720817,48,0.784874916,21.15035057,140.4892578,13.78050709,0,108.3,216777.2,30.61,61257.69,26.7,53451.64,1.95,3911.01
4329,W0912643799,W09126,1PDP,,30-Nov-19,4065.321777,36017.36719,2989.441406,2.032660961,14.40694809,1.494720817,48,0.784874916,21.15035057,140.4892578,13.78050709,0,108.3,216777.2,30.61,61257.69,26.7,53451.64,1.95,3911.01
4330,W0912643799,W09126,1PDP,,30-Nov-19,4065.321777,36017.36719,2989.441406,2.032660961,14.40694809,1.494720817,48,0.784874916,21.15035057,140.4892578,13.78050709,0,108.3,216777.2,30.61,61257.69,26.7,53451.64,1.95,3911.01
4331,W0912643799,W09126,1PDP,,30-Nov-19,4065.321777,36017.36719,2989.441406,2.032660961,14.40694809,1.494720817,48,0.784874916,21.15035057,140.4892578,13.78050709,0,0,216777.2,0,61257.69,0,53451.64,0,3911.01
4332,W0913243799,W09132,1PDP,,30-Nov-19,5540.348633,16497.24609,1369.271362,74.96645355,178.5793762,18.52761078,46,2.336249828,20,4236.214844,135.855011,0,4095.25,907798.58,473.04,34959.11,513.04,37915.02,70.6,10434.12
4333,W0913243799,W09132,1PDP,,30-Nov-19,5540.348633,16497.24609,1369.271362,74.96645355,178.5793762,18.52761078,46,2.336249828,20,4236.214844,135.855011,0,4095.25,907798.58,473.04,34959.11,513.04,37915.02,70.6,10434.12
4334,W0913243799,W09132,1PDP,,30-Nov-19,5540.348633,16497.24609,1369.271362,74.96645355,178.5793762,18.52761078,46,2.336249828,20,4236.214844,135.855011,0,0,907798.58,0,34959.11,0,37915.02,0,10434.12
4335,W0913243799,W09132,1PDP,,30-Nov-19,5540.348633,16497.24609,1369.271362,74.96645355,178.5793762,18.52761078,46,2.336249828,20,4236.214844,135.855011,0,4095.25,907798.58,473.04,34959.11,513.04,37915.02,70.6,10434.12
4336,W0913343799,W09133,1PDP,,30-Nov-19,5237.206543,18719.09766,1553.685059,70.86463928,202.6304779,21.02291107,46,2.336249828,20,4153.626953,135.855011,0,3415.41,757130.96,377.96,27932,420.5,31076.35,58.88,8702.25
4337,W0913343799,W09133,1PDP,,30-Nov-19,5237.206543,18719.09766,1553.685059,70.86463928,202.6304779,21.02291107,46,2.336249828,20,4153.626953,135.855011,0,3415.41,757130.96,377.96,27932,420.5,31076.35,58.88,8702.25
